scenario,run,pid,name,type,start_timestamp,end_timestamp,duration_ms
warm-launch,5,57756,ui_ready,event,2026-07-13 22:43:05.691963+0200,,
warm-launch,5,57756,process_to_ui_ready,interval,2026-07-13 22:43:05.330941+0200,2026-07-13 22:43:05.691969+0200,361.028
warm-launch,6,58399,process_started,event,2026-07-13 22:43:11.506571+0200,,
warm-launch,6,58399,hotkey_registration,interval,2026-07-13 22:43:11.522488+0200,2026-07-13 22:43:11.555777+0200,33.289
warm-launch,6,58399,hotkey_ready,event,2026-07-13 22:43:11.555792+0200,,
warm-launch,6,58399,retained_store_opening,interval,2026-07-13 22:43:11.555817+0200,2026-07-13 22:43:11.575191+0200,19.374
warm-launch,6,58399,service_container_construction,interval,2026-07-13 22:43:11.506971+0200,2026-07-13 22:43:11.677622+0200,170.651
warm-launch,6,58399,app_initialization,interval,2026-07-13 22:43:11.506951+0200,2026-07-13 22:43:11.677686+0200,170.735
warm-launch,6,58399,model_selection_restoration,interval,2026-07-13 22:43:11.843771+0200,2026-07-13 22:43:11.843834+0200,0.063
warm-launch,6,58399,service_container_initialization,interval,2026-07-13 22:43:11.843686+0200,2026-07-13 22:43:11.843883+0200,0.197
warm-launch,6,58399,ui_ready,event,2026-07-13 22:43:11.844599+0200,,
warm-launch,6,58399,process_to_ui_ready,interval,2026-07-13 22:43:11.506199+0200,2026-07-13 22:43:11.844607+0200,338.408
warm-launch,7,59056,process_started,event,2026-07-13 22:43:17.685439+0200,,
warm-launch,7,59056,hotkey_registration,interval,2026-07-13 22:43:17.699806+0200,2026-07-13 22:43:17.735972+0200,36.166
warm-launch,7,59056,hotkey_ready,event,2026-07-13 22:43:17.735991+0200,,
warm-launch,7,59056,retained_store_opening,interval,2026-07-13 22:43:17.736015+0200,2026-07-13 22:43:17.752254+0200,16.239
warm-launch,7,59056,service_container_construction,interval,2026-07-13 22:43:17.685733+0200,2026-07-13 22:43:17.866175+0200,180.442
warm-launch,7,59056,app_initialization,interval,2026-07-13 22:43:17.685718+0200,2026-07-13 22:43:17.866235+0200,180.517
warm-launch,7,59056,model_selection_restoration,interval,2026-07-13 22:43:18.052508+0200,2026-07-13 22:43:18.052593+0200,0.085
warm-launch,7,59056,service_container_initialization,interval,2026-07-13 22:43:18.052406+0200,2026-07-13 22:43:18.052654+0200,0.248
warm-launch,7,59056,ui_ready,event,2026-07-13 22:43:18.053702+0200,,
warm-launch,7,59056,process_to_ui_ready,interval,2026-07-13 22:43:17.685168+0200,2026-07-13 22:43:18.053722+0200,368.554
