scenario,model,instance,sample,elapsed_ms,rss_kb
first-use-short-v2,parakeet-tdt-0.6b-v2,3,10,1303.258,169072
first-use-short-v2,parakeet-tdt-0.6b-v2,3,11,1438.296,169072
first-use-short-v2,parakeet-tdt-0.6b-v2,3,12,1570.795,169072
first-use-short-v2,parakeet-tdt-0.6b-v2,3,13,1709.033,169072
first-use-short-v2,parakeet-tdt-0.6b-v2,3,14,1847.090,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,3,15,1981.314,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,3,16,2122.130,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,3,17,2263.156,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,3,18,2407.573,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,3,19,2545.253,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,3,20,2684.013,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,3,21,2819.879,169056
first-use-short-v2,parakeet-tdt-0.6b-v2,4,0,8.529,22992
first-use-short-v2,parakeet-tdt-0.6b-v2,4,1,138.616,32800
first-use-short-v2,parakeet-tdt-0.6b-v2,4,2,269.374,88864
first-use-short-v2,parakeet-tdt-0.6b-v2,4,3,409.269,110352
first-use-short-v2,parakeet-tdt-0.6b-v2,4,4,535.192,126608
first-use-short-v2,parakeet-tdt-0.6b-v2,4,5,668.900,141648
first-use-short-v2,parakeet-tdt-0.6b-v2,4,6,802.253,168688
first-use-short-v2,parakeet-tdt-0.6b-v2,4,7,933.403,168848
first-use-short-v2,parakeet-tdt-0.6b-v2,4,8,1063.218,168848
first-use-short-v2,parakeet-tdt-0.6b-v2,4,9,1190.593,168848
first-use-short-v2,parakeet-tdt-0.6b-v2,4,10,1323.644,168848
first-use-short-v2,parakeet-tdt-0.6b-v2,4,11,1464.221,168848
first-use-short-v2,parakeet-tdt-0.6b-v2,4,12,1598.998,168848
first-use-short-v2,parakeet-tdt-0.6b-v2,4,13,1728.509,168848
first-use-short-v2,parakeet-tdt-0.6b-v2,4,14,1868.037,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,15,2012.149,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,16,2149.117,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,17,2287.309,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,18,2421.462,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,19,2556.166,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,20,2686.489,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,21,2821.283,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,4,22,2950.487,168832
first-use-short-v2,parakeet-tdt-0.6b-v2,5,0,8.609,22320
first-use-short-v2,parakeet-tdt-0.6b-v2,5,1,132.521,33056
first-use-short-v2,parakeet-tdt-0.6b-v2,5,2,265.519,85328
first-use-short-v2,parakeet-tdt-0.6b-v2,5,3,392.882,108352
first-use-short-v2,parakeet-tdt-0.6b-v2,5,4,525.376,127824
first-use-short-v2,parakeet-tdt-0.6b-v2,5,5,660.862,130480
first-use-short-v2,parakeet-tdt-0.6b-v2,5,6,796.733,171152
first-use-short-v2,parakeet-tdt-0.6b-v2,5,7,928.169,171264
first-use-short-v2,parakeet-tdt-0.6b-v2,5,8,1052.322,171264
first-use-short-v2,parakeet-tdt-0.6b-v2,5,9,1184.824,171264
first-use-short-v2,parakeet-tdt-0.6b-v2,5,10,1317.972,171264
first-use-short-v2,parakeet-tdt-0.6b-v2,5,11,1442.056,171264
first-use-short-v2,parakeet-tdt-0.6b-v2,5,12,1569.840,171264
first-use-short-v2,parakeet-tdt-0.6b-v2,5,13,1702.083,171264
first-use-short-v2,parakeet-tdt-0.6b-v2,5,14,1827.527,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,15,1955.985,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,16,2087.781,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,17,2223.753,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,18,2363.602,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,19,2503.958,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,20,2649.555,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,21,2793.406,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,5,22,2931.524,171248
first-use-short-v2,parakeet-tdt-0.6b-v2,6,0,12.598,22128
first-use-short-v2,parakeet-tdt-0.6b-v2,6,1,142.265,32800
first-use-short-v2,parakeet-tdt-0.6b-v2,6,2,273.556,86832
first-use-short-v2,parakeet-tdt-0.6b-v2,6,3,405.378,108848
first-use-short-v2,parakeet-tdt-0.6b-v2,6,4,527.805,127728
first-use-short-v2,parakeet-tdt-0.6b-v2,6,5,653.398,130112
first-use-short-v2,parakeet-tdt-0.6b-v2,6,6,779.685,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,7,905.409,170736
first-use-short-v2,parakeet-tdt-0.6b-v2,6,8,1032.482,170736
first-use-short-v2,parakeet-tdt-0.6b-v2,6,9,1157.002,170736
first-use-short-v2,parakeet-tdt-0.6b-v2,6,10,1290.751,170736
first-use-short-v2,parakeet-tdt-0.6b-v2,6,11,1430.889,170736
first-use-short-v2,parakeet-tdt-0.6b-v2,6,12,1572.536,170736
first-use-short-v2,parakeet-tdt-0.6b-v2,6,13,1715.557,170736
first-use-short-v2,parakeet-tdt-0.6b-v2,6,14,1860.921,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,15,1996.202,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,16,2142.749,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,17,2286.580,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,18,2413.346,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,19,2552.329,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,20,2692.894,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,6,21,2831.473,170720
first-use-short-v2,parakeet-tdt-0.6b-v2,7,0,7.956,22384
first-use-short-v2,parakeet-tdt-0.6b-v2,7,1,139.761,32992
first-use-short-v2,parakeet-tdt-0.6b-v2,7,2,270.614,88848
first-use-short-v2,parakeet-tdt-0.6b-v2,7,3,405.581,111216
first-use-short-v2,parakeet-tdt-0.6b-v2,7,4,535.934,128496
first-use-short-v2,parakeet-tdt-0.6b-v2,7,5,668.460,143680
first-use-short-v2,parakeet-tdt-0.6b-v2,7,6,797.326,170800
first-use-short-v2,parakeet-tdt-0.6b-v2,7,7,927.373,170944
first-use-short-v2,parakeet-tdt-0.6b-v2,7,8,1057.267,170944
first-use-short-v2,parakeet-tdt-0.6b-v2,7,9,1190.447,170944
first-use-short-v2,parakeet-tdt-0.6b-v2,7,10,1320.218,170944
first-use-short-v2,parakeet-tdt-0.6b-v2,7,11,1457.728,170944
first-use-short-v2,parakeet-tdt-0.6b-v2,7,12,1584.640,170944
first-use-short-v2,parakeet-tdt-0.6b-v2,7,13,1718.681,170944
first-use-short-v2,parakeet-tdt-0.6b-v2,7,14,1855.013,170928
first-use-short-v2,parakeet-tdt-0.6b-v2,7,15,1999.409,170928
first-use-short-v2,parakeet-tdt-0.6b-v2,7,16,2133.642,170928
first-use-short-v2,parakeet-tdt-0.6b-v2,7,17,2278.759,170928
first-use-short-v2,parakeet-tdt-0.6b-v2,7,18,2423.565,170928
first-use-short-v2,parakeet-tdt-0.6b-v2,7,19,2562.375,170928
first-use-short-v2,parakeet-tdt-0.6b-v2,7,20,2698.473,170928
first-use-short-v2,parakeet-tdt-0.6b-v2,7,21,2836.643,170928
