scenario,run,pid,name,type,start_timestamp,end_timestamp,duration_ms
first-use-short-v2,5,69323,retained_store_opening,interval,2026-07-13 22:45:17.537147+0200,2026-07-13 22:45:17.553942+0200,16.795
first-use-short-v2,5,69323,service_container_construction,interval,2026-07-13 22:45:17.495904+0200,2026-07-13 22:45:17.657843+0200,161.939
first-use-short-v2,5,69323,app_initialization,interval,2026-07-13 22:45:17.495875+0200,2026-07-13 22:45:17.657904+0200,162.029
first-use-short-v2,5,69323,model_selection_restoration,interval,2026-07-13 22:45:17.832728+0200,2026-07-13 22:45:17.832793+0200,0.065
first-use-short-v2,5,69323,ui_ready,event,2026-07-13 22:45:17.833991+0200,,
first-use-short-v2,5,69323,process_to_ui_ready,interval,2026-07-13 22:45:17.491471+0200,2026-07-13 22:45:17.834004+0200,342.533
first-use-short-v2,5,69323,model_preparation,interval,2026-07-13 22:45:17.938349+0200,2026-07-13 22:45:18.177990+0200,239.641
first-use-short-v2,5,69323,final_transcription,interval,2026-07-13 22:45:17.938318+0200,2026-07-13 22:45:18.366286+0200,427.968
first-use-short-v2,6,69855,process_started,event,2026-07-13 22:45:21.690301+0200,,
first-use-short-v2,6,69855,hotkey_registration,interval,2026-07-13 22:45:21.703310+0200,2026-07-13 22:45:21.731544+0200,28.234
first-use-short-v2,6,69855,hotkey_ready,event,2026-07-13 22:45:21.731560+0200,,
first-use-short-v2,6,69855,retained_store_opening,interval,2026-07-13 22:45:21.731598+0200,2026-07-13 22:45:21.751748+0200,20.150
first-use-short-v2,6,69855,service_container_construction,interval,2026-07-13 22:45:21.693401+0200,2026-07-13 22:45:21.851754+0200,158.353
first-use-short-v2,6,69855,app_initialization,interval,2026-07-13 22:45:21.693376+0200,2026-07-13 22:45:21.851809+0200,158.433
first-use-short-v2,6,69855,model_selection_restoration,interval,2026-07-13 22:45:22.016004+0200,2026-07-13 22:45:22.016060+0200,0.056
first-use-short-v2,6,69855,ui_ready,event,2026-07-13 22:45:22.017242+0200,,
first-use-short-v2,6,69855,process_to_ui_ready,interval,2026-07-13 22:45:21.690022+0200,2026-07-13 22:45:22.017259+0200,327.237
first-use-short-v2,6,69855,model_preparation,interval,2026-07-13 22:45:22.039574+0200,2026-07-13 22:45:22.259648+0200,220.074
first-use-short-v2,6,69855,final_transcription,interval,2026-07-13 22:45:22.039545+0200,2026-07-13 22:45:22.432097+0200,392.552
first-use-short-v2,7,70410,process_started,event,2026-07-13 22:45:25.725243+0200,,
first-use-short-v2,7,70410,hotkey_registration,interval,2026-07-13 22:45:25.743457+0200,2026-07-13 22:45:25.776393+0200,32.936
first-use-short-v2,7,70410,hotkey_ready,event,2026-07-13 22:45:25.776409+0200,,
first-use-short-v2,7,70410,retained_store_opening,interval,2026-07-13 22:45:25.776433+0200,2026-07-13 22:45:25.791112+0200,14.679
first-use-short-v2,7,70410,service_container_construction,interval,2026-07-13 22:45:25.729153+0200,2026-07-13 22:45:25.890647+0200,161.494
first-use-short-v2,7,70410,app_initialization,interval,2026-07-13 22:45:25.729111+0200,2026-07-13 22:45:25.890709+0200,161.598
first-use-short-v2,7,70410,model_selection_restoration,interval,2026-07-13 22:45:26.068119+0200,2026-07-13 22:45:26.068183+0200,0.064
first-use-short-v2,7,70410,ui_ready,event,2026-07-13 22:45:26.069339+0200,,
first-use-short-v2,7,70410,process_to_ui_ready,interval,2026-07-13 22:45:25.724686+0200,2026-07-13 22:45:26.069349+0200,344.663
first-use-short-v2,7,70410,model_preparation,interval,2026-07-13 22:45:26.091013+0200,2026-07-13 22:45:26.318446+0200,227.433
first-use-short-v2,7,70410,final_transcription,interval,2026-07-13 22:45:26.090990+0200,2026-07-13 22:45:26.488638+0200,397.648
